stock_id,date,Advt_12M_Usd,Advt_3M_Usd,Advt_6M_Usd,Asset_Turnover,Bb_Yld,Bv,Capex_Ps_Cf,Capex_Sales,Cash_Div_Cf,Cash_Per_Share,Cf_Sales,Debtequity,Div_Yld,Dps,Ebit_Bv,Ebit_Noa,Ebit_Oa,Ebit_Ta,Ebitda_Margin,Eps,Eps_Basic,Eps_Basic_Gr,Eps_Contin_Oper,Eps_Dil,Ev,Ev_Ebitda,Fa_Ci,Fcf,Fcf_Bv,Fcf_Ce,Fcf_Margin,Fcf_Noa,Fcf_Oa,Fcf_Ta,Fcf_Tbv,Fcf_Toa,Fcf_Yld,Free_Ps_Cf,Int_Rev,Interest_Expense,Mkt_Cap_12M_Usd,Mkt_Cap_3M_Usd,Mkt_Cap_6M_Usd,Mom_11M_Usd,Mom_5M_Usd,Mom_Sharp_11M_Usd,Mom_Sharp_5M_Usd,Nd_Ebitda,Net_Debt,Net_Debt_Cf,Net_Margin,Netdebtyield,Ni,Ni_Avail_Margin,Ni_Oa,Ni_Toa,Noa,Oa,Ocf,Ocf_Bv,Ocf_Ce,Ocf_Margin,Ocf_Noa,Ocf_Oa,Ocf_Ta,Ocf_Tbv,Ocf_Toa,Op_Margin,Op_Prt_Margin,Oper_Ps_Net_Cf,Pb,Pe,Ptx_Mgn,Recurring_Earning_Total_Assets,Return_On_Capital,Rev,Roa,Roc,Roce,Roe,Sales_Ps,Share_Turn_12M,Share_Turn_3M,Share_Turn_6M,Ta,Tev_Less_Mktcap,Tot_Debt_Rev,Total_Capital,Total_Debt,Total_Debt_Capital,Total_Liabilities_Total_Assets,Vol1Y_Usd,Vol3Y_Usd,R1M_Usd,R3M_Usd,R6M_Usd,R12M_Usd
250,2/28/2018,0.28,0.28,0.27,0.8,0.65,0.02,0.13,0.16,0.5,0.19,0.5,0.5,0.97,0.75,0.03,0.84,0.81,0.76,0.33,0.17,0.16,0.17,0.16,0.16,0.37,0.63,0.5,0.54,0.03,0.7,0.59,0.97,0.94,0.9,0.15,0.81,0.76,0.19,0.33,0.76,0.38,0.38,0.38,0.31,0.27,0.32,0.3,0.68,0.47,0.35,0.22,0.35,0.24,0.21,0.58,0.5,0.09,0.14,0.41,0.03,0.65,0.41,0.98,0.93,0.87,0.18,0.81,0.54,0.15,0.2,0.5,0.92,0.25,0.07,0.9,0.43,0.44,0.9,0.5,0.5,0.28,0.26,0.22,0.23,0.2,0.49,0.62,0.17,0.5,1,0.99,0.24,0.09,0.038,-0.013,-0.193,-0.35
349,2/28/2018,0.71,0.74,0.72,0.48,0.63,0.02,0.33,0.38,0.88,0.56,0.47,0.5,0.38,0.77,0.01,0.77,0.78,0.8,0.78,0.66,0.66,0.17,0.66,0.65,0.83,0.8,0.5,0.76,0.01,0.53,0.71,0.7,0.69,0.68,0.25,0.81,0.22,0.56,0.93,0.77,0.85,0.86,0.86,0.88,0.66,0.98,0.9,0.69,0.82,0.97,0.74,0.86,0.77,0.73,0.72,0.84,0.66,0.63,0.69,0.01,0.41,0.59,0.61,0.58,0.56,0.25,0.81,0.98,0.14,0.49,0.5,0.88,0.8,0.95,0.97,0.65,0.8,0.97,0.5,0.5,0.44,0.17,0.16,0.14,0.65,0.25,0.81,0.66,0.81,0.98,0.98,0.07,0.19,-0.033,0.025,0.072,0
700,2/28/2018,0.66,0.64,0.64,0.84,0.64,0.02,0.3,0.48,0.68,0.14,0.63,0.5,0.86,0.6,0.01,0.99,0.85,0.86,0.63,0.51,0.51,0.63,0.52,0.51,0.57,0.29,0.5,0.25,0.05,0.21,0.18,0.48,0.37,0.32,0.3,0.46,0.16,0.14,0.48,0.64,0.56,0.55,0.55,0.82,0.23,0.65,0.22,0.31,0.52,0.47,0.74,0.47,0.71,0.72,0.98,0.9,0.17,0.25,0.31,0.02,0.31,0.13,0.78,0.58,0.41,0.24,0.7,0.79,0.69,0.09,0.5,0.15,0.78,0.12,0.99,0.58,0.98,0.99,0.5,0.5,0.32,0.89,0.88,0.86,0.3,0.67,0.53,0.29,0.55,0.98,0.99,0.77,0.64,0.012,0.093,0.089,0
728,2/28/2018,0.69,0.74,0.69,0.57,0.79,0.02,0.65,0.61,0.54,0.75,0.63,0.5,0.57,0.84,0.02,0.79,0.68,0.72,0.57,0.8,0.8,0.64,0.8,0.79,0.75,0.53,0.5,0.8,0.02,0.65,0.67,0.89,0.77,0.8,0.14,0.6,0.55,0.75,0.48,0.81,0.76,0.77,0.76,0.73,0.51,0.83,0.62,0.68,0.79,0.06,0.64,0.16,0.8,0.63,0.77,0.6,0.55,0.65,0.77,0.01,0.64,0.58,0.9,0.75,0.78,0.15,0.56,0.71,0.53,0.76,0.5,0.44,0.68,0.38,0.92,0.73,0.77,0.92,0.5,0.5,0.65,0.45,0.55,0.46,0.65,0.54,0.63,0.55,0.77,0.99,0.98,0.15,0.26,-0.003,0.016,0.221,0
837,2/28/2018,0.11,0.16,0.13,0.78,0.37,0.02,0.6,0.05,0.5,1,0.06,0.5,0.2,0.2,0.04,0.39,0.38,0.35,0.07,0.01,0.01,0.01,0.01,0.01,0.23,0.8,0.5,0.66,0.02,0.77,0.67,0.91,0.94,0.96,0.85,0.96,0.99,1,0.82,0.64,0.03,0.03,0.03,0.13,0.49,0.21,0.28,0.99,0.64,0.18,0.04,0.01,0.03,0.98,0.02,0.95,0.3,0.27,0.53,0.02,0.74,0.48,0.88,0.91,0.93,0.88,0.95,0.17,0.01,1,0.5,0.5,0.11,0.04,0.35,0.53,0.02,0.35,0.5,0.5,0.99,0.82,0.92,0.88,0.27,0.65,0.64,0.31,0.6,0.99,0.99,0.95,0.94,-0.161,-0.183,-0.284,-0.689
1002,2/28/2018,0.39,0.36,0.36,0.61,1,0.02,0.54,0.82,0.62,0.22,0.57,0.5,0.72,0.45,0.03,0.7,0.75,0.79,0.65,0.4,0.39,0.56,0.4,0.39,0.18,0.47,0.5,0.19,0.06,0.32,0.36,0.42,0.51,0.51,0.25,0.39,0.28,0.22,0.35,0.4,0.16,0.14,0.14,0.29,0.44,0.29,0.43,0.84,0.46,0.65,0.73,0.84,0.31,0.71,0.87,0.68,0.12,0.09,0.17,0.03,0.54,0.53,0.68,0.76,0.8,0.2,0.54,0.78,0.77,0.23,0.5,0.15,0.77,1,0.87,0.13,0.87,0.87,0.5,0.5,0.25,0.95,0.94,0.94,0.07,0.47,0.8,0.09,0.37,0.99,1,0.61,0.69,0.004,-0.027,0.443,0
1031,2/28/2018,0.32,0.2,0.21,0.87,0.56,0.02,0.16,0.21,0.5,0.28,0.2,0.5,0.19,0.11,0.02,0.76,0.56,0.53,0.13,0.11,0.11,0.22,0.11,0.11,0.31,0.23,0.5,0.51,0.03,0.49,0.24,0.82,0.56,0.52,0.14,0.41,0.94,0.28,0.12,0.72,0.2,0.14,0.14,0.03,0.18,0.04,0.2,0.73,0.6,0.08,0.11,0.02,0.07,0.1,0.08,0.08,0.25,0.4,0.46,0.02,0.5,0.12,0.85,0.56,0.49,0.13,0.36,0.22,0.75,0.08,0.5,0.5,0.15,0.86,0.8,0.71,0.09,0.8,0.5,0.5,0.29,0.81,0.6,0.65,0.43,0.63,0.41,0.34,0.6,0.99,0.98,0.93,0.96,0.08,-0.316,-0.24,0.202
1113,2/28/2018,0.57,0.59,0.6,0.96,0.98,0.02,0.71,0.47,0.54,0.7,0.29,0.5,0.9,0.74,0.03,0.75,0.74,0.79,0.31,0.66,0.65,0.26,0.66,0.65,0.33,0.25,0.5,0.54,0.03,0.74,0.4,0.86,0.86,0.92,0.16,0.66,0.91,0.7,0.19,0.52,0.28,0.26,0.25,0.17,0.59,0.19,0.41,0.77,0.62,0.21,0.33,0.12,0.48,0.33,0.83,0.63,0.23,0.23,0.49,0.03,0.76,0.3,0.9,0.9,0.96,0.15,0.71,0.35,0.22,0.73,0.5,0.06,0.32,1,0.93,0.59,0.85,0.93,0.5,0.5,0.83,0.98,0.99,0.99,0.19,0.6,0.5,0.18,0.53,1,1,0.72,0.47,0.06,0.283,0.31,0.37
23,2/28/2018,0.26,0.16,0.18,0.79,0.45,0.03,0.62,0.19,0.39,0.15,0.08,0.5,0.97,0.46,0.02,0.48,0.35,0.36,0.11,0.02,0.02,0.02,0.02,0.02,0.31,0.23,0.5,0.14,0.14,0.12,0.13,0.14,0.13,0.13,0.33,0.11,0.15,0.15,0.27,0.77,0.09,0.08,0.08,0.01,0.09,0.02,0.14,0.86,0.7,0.22,0.06,0.04,0.02,0.06,0.03,0.03,0.44,0.46,0.22,0.02,0.09,0.06,0.16,0.19,0.19,0.25,0.17,0.15,0.02,0.19,0.5,0.5,0.06,0.04,0.38,0.75,0.03,0.38,0.98,0.01,0.9,0.9,0.79,0.8,0.45,0.69,0.41,0.43,0.64,0.98,0.98,0.92,0.88,0.158,-0.155,-0.31,0
50,2/28/2018,0.68,0.66,0.65,0.78,0.71,0.03,0.43,0.54,0.02,0.75,0.61,0.5,0.18,0.04,0.01,0.81,0.83,0.82,0.57,0.7,0.69,0.76,0.7,0.69,0.71,0.97,0.5,0.62,0.01,0.8,0.7,0.93,0.94,0.95,0.06,0.79,0.2,0.75,0.3,0.44,0.76,0.76,0.75,0.78,0.71,0.78,0.75,0.58,0.52,0.76,0.75,0.64,0.64,0.74,0.96,0.84,0.23,0.21,0.53,0.01,0.8,0.61,0.94,0.96,0.96,0.07,0.8,0.74,0.72,0.52,0.5,0.88,0.75,0.74,0.94,0.45,0.96,0.94,1,1,0.45,0.45,0.39,0.38,0.24,0.08,0.62,0.28,0.52,0.98,0.98,0.38,0.84,0.022,0.112,0.357,0
211,2/28/2018,0.56,0.59,0.57,1,0.99,0.03,0.66,0.51,0.45,0.51,0.27,0.5,0.53,0.58,0.01,0.81,0.82,0.84,0.23,0.68,0.67,0.65,0.68,0.67,0.34,0.75,0.5,0.35,0.01,0.73,0.32,0.87,0.88,0.93,0.09,0.71,0.48,0.51,0.17,0.19,0.36,0.3,0.32,0.11,0.06,0.11,0.09,0.59,0.4,0.68,0.43,0.8,0.43,0.42,0.95,0.82,0.09,0.09,0.31,0.01,0.78,0.25,0.94,0.95,0.98,0.08,0.78,0.35,0.64,0.52,0.5,0.57,0.46,0.77,0.98,0.43,0.99,0.98,0.5,0.5,0.74,0.94,0.98,0.96,0.07,0.56,0.31,0.06,0.29,0.98,0.98,0.68,0.6,-0.008,-0.107,-0.193,-0.228
342,2/28/2018,0.28,0.31,0.29,0.75,0.59,0.03,0.34,0.46,0.49,0.72,0.68,0.5,0.42,0.59,0.02,0.84,0.84,0.84,0.61,0.65,0.64,0.59,0.65,0.64,0.41,0.75,0.5,0.55,0.01,0.78,0.8,0.96,0.96,0.97,0.07,0.81,0.52,0.72,0.26,0.48,0.47,0.49,0.48,0.82,0.89,0.93,1,0.62,0.45,0.25,0.77,0.26,0.51,0.76,0.95,0.81,0.1,0.12,0.43,0.02,0.77,0.71,0.97,0.96,0.98,0.09,0.8,0.84,0.61,0.54,0.5,0.52,0.79,0.9,0.98,0.28,0.96,0.98,0.5,0.5,0.37,0.11,0.13,0.11,0.13,0.17,0.68,0.12,0.41,0.99,0.99,0.11,0.22,0.015,0.018,-0.008,0.02
371,2/28/2018,0.39,0.43,0.4,0.87,0.1,0.03,0.65,0.35,0.42,0.78,0.19,0.5,0.81,0.53,0.01,0.56,0.57,0.61,0.19,0.35,0.34,0.5,0.34,0.34,0.24,0.23,0.5,0.55,0.01,0.61,0.39,0.73,0.77,0.8,0.08,0.57,0.95,0.78,0.24,0.67,0.1,0.16,0.13,0.48,1,0.36,0.93,0.85,0.64,0.24,0.18,0.11,0.3,0.18,0.43,0.36,0.36,0.32,0.48,0.01,0.61,0.27,0.74,0.77,0.81,0.09,0.54,0.27,0.5,0.7,0.5,0.04,0.19,0.08,0.7,0.6,0.42,0.7,0.5,0.5,0.84,0.99,0.97,0.97,0.3,0.52,0.52,0.33,0.56,0.97,0.98,0.98,0.98,0.079,0.413,0.021,-0.426
534,2/28/2018,0.23,0.23,0.25,0.65,0.82,0.03,0.09,0.12,0.5,0.55,0.61,0.5,0.16,0.14,0.01,0.99,0.86,0.86,0.6,0.53,0.52,0.5,0.53,0.53,0.22,0.29,0.5,0.45,0.01,0.8,0.69,0.97,0.98,0.99,0.04,0.84,0.68,0.55,0.04,0.5,0.26,0.29,0.29,0.62,0.75,0.5,0.52,0.48,0.37,0.22,0.82,0.16,0.53,0.8,1,0.88,0.06,0.05,0.31,0.01,0.8,0.53,0.97,0.98,1,0.04,0.83,0.81,0.5,0.22,0.5,0.03,0.81,0.48,1,0.26,0.95,1,0.5,0.5,0.24,0.37,0.27,0.35,0.05,0.16,0.48,0.06,0.28,0.99,0.99,0.87,0.77,-0.049,0.173,0.517,0
583,2/28/2018,0.73,0.69,0.68,0.85,0.46,0.03,0.28,0.33,0.14,0.23,0.12,0.5,0.06,0.07,0.01,0.47,0.34,0.36,0.16,0.15,0.15,0.5,0.14,0.15,0.41,0.28,0.5,0.22,0.05,0.15,0.15,0.19,0.18,0.19,0.27,0.15,0.24,0.23,0.17,0.73,0.29,0.26,0.26,0.03,0.07,0.06,0.15,0.82,0.7,0.65,0.15,0.77,0.28,0.15,0.27,0.24,0.48,0.51,0.35,0.02,0.1,0.08,0.24,0.22,0.22,0.17,0.19,0.2,0.5,0.07,0.5,0.82,0.15,0.04,0.69,0.72,0.28,0.69,0.5,0.5,0.41,1,1,1,0.48,0.71,0.43,0.4,0.63,0.98,0.97,0.96,0.98,-0.122,-0.124,-0.14,0
611,2/28/2018,0.71,0.75,0.71,0.84,0.92,0.03,0.36,0.37,0.36,0.54,0.4,0.5,0.4,0.39,0.01,0.82,0.8,0.8,0.39,0.46,0.45,0.69,0.46,0.46,0.71,0.53,0.5,0.76,0.01,0.7,0.51,0.92,0.87,0.86,0.09,0.7,0.56,0.54,0.3,0.84,0.73,0.73,0.73,0.79,0.73,0.86,0.93,0.55,0.68,0.23,0.48,0.33,0.76,0.47,0.88,0.72,0.45,0.5,0.72,0.01,0.69,0.37,0.93,0.86,0.85,0.1,0.69,0.59,0.68,0.35,0.5,0.5,0.56,0.15,0.96,0.77,0.86,0.96,0.5,0.5,0.48,0.62,0.68,0.6,0.54,0.63,0.47,0.5,0.71,0.98,0.97,0.23,0.43,-0.017,-0.091,-0.072,-0.067
849,2/28/2018,0.02,0.02,0.02,0.94,0.92,0.03,0.01,0.02,0.2,0.84,0.72,0.5,0.37,0.25,0.02,1,0.86,0.86,0.76,0.71,0.71,0.31,0.71,0.71,0.12,0.25,0.5,0.45,0.01,0.89,0.94,1,0.99,0.99,0.05,0.89,0.98,0.84,0.07,0.24,0.02,0.02,0.03,0.28,0.23,0.26,0.23,0.31,0.3,0.31,0.94,0.07,0.41,0.92,1,0.9,0.02,0.02,0.3,0.02,0.97,0.89,1,1,1,0.06,0.89,0.97,0.31,0.56,0.5,0.03,0.96,0.85,1,0.09,1,1,0.5,0.5,0.26,0.05,0.05,0.05,0.01,0.51,0.57,0.01,0.19,1,1,0.19,0.78,-0.073,-0.038,-0.034,-0.233
1071,2/28/2018,0.16,0.14,0.15,0.6,0.35,0.03,0.92,0.9,0.25,0.07,0.46,0.5,0.21,0.23,0.03,0.33,0.33,0.35,0.56,0.3,0.29,0.11,0.29,0.29,0.24,0.27,0.5,0.09,0.94,0.04,0.07,0.05,0.04,0.04,0.75,0.04,0.03,0.07,0.09,0.58,0.11,0.1,0.11,0.12,0.04,0.17,0.06,0.83,0.58,0.2,0.33,0.04,0.26,0.27,0.47,0.37,0.28,0.24,0.36,0.01,0.56,0.55,0.7,0.72,0.78,0.07,0.45,0.32,0.11,0.57,0.5,0.4,0.4,0.02,0.44,0.32,0.47,0.44,0.5,0.5,0.52,0.59,0.51,0.51,0.21,0.61,0.73,0.22,0.49,0.98,0.98,0.86,1,-0.142,-0.238,-0.195,-0.399
1128,2/28/2018,0.89,0.88,0.89,0.78,0.8,0.03,0.39,0.56,0.87,0.48,0.59,0.5,0.69,0.78,0.01,0.84,0.83,0.86,0.63,0.63,0.62,0.87,0.63,0.63,0.93,0.77,0.5,0.92,0.01,0.77,0.74,0.95,0.94,0.96,0.08,0.81,0.46,0.48,0.41,0.65,0.94,0.94,0.94,0.36,0.31,0.41,0.38,0.48,0.83,0.69,0.77,0.56,0.93,0.98,0.95,0.84,0.69,0.73,0.9,0.01,0.78,0.65,0.96,0.95,0.98,0.08,0.83,0.82,0.9,0.47,0.5,0.66,0.8,0.99,0.99,0.89,0.97,0.99,0.5,0.5,0.37,0.15,0.16,0.15,0.73,0.9,0.49,0.71,0.83,0.97,0.97,0.05,0.01,0.039,-0.08,-0.025,-0.02
59,2/28/2018,0.6,0.58,0.61,0.93,0.87,0.04,0.71,0.32,0.44,0.88,0.34,1,0.39,0.84,1,0.8,0.78,0.82,0.32,0.94,0.94,0.72,0.94,0.93,0.61,0.77,1,0.63,1,0.78,0.47,0.88,0.86,0.92,0.04,0.65,0.36,0.88,0.17,0.42,0.63,0.64,0.64,0.81,0.88,0.87,0.98,0.61,0.57,0.66,0.52,0.62,0.66,0.51,0.91,0.73,0.31,0.33,0.55,1,0.79,0.32,0.89,0.86,0.92,0.04,0.63,0.5,0.68,0.86,1,0.58,0.53,0.91,0.98,0.63,0.94,0.98,1,1,0.89,0.58,0.47,0.58,0.29,0.36,0.38,0.27,0.49,0.97,0.97,0.28,0.2,0.001,-0.004,0.095,0.22
201,2/28/2018,0.01,0.01,0.01,0.71,0.23,0.04,0.04,0.09,0.5,0.14,0.02,0.03,0.1,0.21,0.05,0.01,0.01,0.01,0.01,0.09,0.09,0.71,0.08,0.09,0.01,0.02,0.16,0.12,0.04,0.01,0.03,0.01,0.01,0.01,0.14,0.01,0.01,0.14,0.27,0.03,0.01,0.01,0.01,0.04,0.03,0.02,0.05,0.83,0.17,0.52,0.02,0.47,0.1,0.03,0.01,0.01,0.02,0.01,0.03,0.04,0.01,0.02,0.01,0.01,0.01,0.18,0.01,0.02,0.77,0.02,0.44,0.5,0.03,0.01,0.01,0.02,0.01,0.01,0.01,0.03,0.04,0.03,0.11,0.05,0.01,0.26,0.02,0.01,0.05,0.05,0.11,0.75,0.78,0.101,0.277,0.151,0.191
560,2/28/2018,0.64,0.81,0.74,0.42,0.26,0.04,0.06,0.57,0.04,0.16,0.01,0.96,0.18,0.14,0.03,0.01,0.01,0.01,0.01,0.09,0.09,0.81,0.09,0.09,0.39,0.01,0.72,0.09,0.02,0.02,0.02,0.02,0.01,0.02,0.01,0.01,0.13,0.16,0.5,0.46,0.56,0.68,0.63,1,1,0.95,0.96,0.22,0.22,0.42,0.02,0.44,0.06,0.02,0.01,0.01,0.03,0.03,0.02,0.02,0.01,0.01,0.02,0.01,0.01,0.02,0.01,0.02,0.87,0.03,1,0.5,0.02,0.01,0.01,0.06,0.01,0.01,0.01,0.01,0.01,0.82,0.88,0.86,0.08,0.02,0.8,0.08,0.26,0.93,0.82,1,0.98,0.228,-0.073,-0.232,0
635,2/28/2018,0.53,0.58,0.58,0.17,0.27,0.04,0.02,0.02,0.66,0.93,1,1,0.9,0.91,1,0.16,0.16,0.18,0.79,0.32,0.31,0.17,0.32,0.32,0.53,0.88,0.02,0.75,1,0.97,0.99,0.79,0.86,0.91,0.89,0.99,0.94,0.93,0.81,0.67,0.44,0.45,0.43,0.22,0.66,0.23,0.45,0.99,0.78,0.78,0.75,0.85,0.38,0.62,0.35,0.94,0.57,0.48,0.65,1,0.81,1,0.66,0.76,0.83,0.9,0.97,0.37,0.18,0.87,1,0.87,0.49,0.11,0.11,0.17,0.36,0.11,1,1,0.22,0.82,0.89,0.89,0.46,0.73,0.99,0.54,0.73,0.97,0.98,0.7,0.42,-0.015,-0.056,0.131,-0.043
792,2/28/2018,0.03,0.01,0.01,0.98,0.6,0.04,0.39,0.34,0.88,0.18,0.04,0.91,1,0.29,0.03,0.03,0.02,0.02,0.02,0.09,0.09,0.04,0.09,0.09,0.01,0.01,0.93,0.14,0.23,0.14,0.14,0.17,0.16,0.16,0.85,0.92,0.86,0.18,0.86,0.14,0.01,0.01,0.01,0.01,0.01,0.01,0.03,0.01,0.3,0.55,0.1,0.91,0.1,0.1,0.05,0.98,0.06,0.08,0.08,0.92,0.38,0.08,0.57,0.39,0.42,0.88,0.92,0.05,0.04,0.09,0.08,0.5,0.09,0.21,0.02,0.35,0.05,0.02,0.7,0.03,0.55,0.88,0.71,0.7,0.06,0.34,0.21,0.03,0.17,0.89,0.86,0.99,0.96,1.452,3.661,2.758,0.823
949,2/28/2018,0.59,0.51,0.55,0.63,0.04,0.04,0.95,0.59,0.05,0.04,0.44,1,0.03,0.16,1,0.22,0.23,0.25,0.21,0.02,0.02,0.06,0.02,0.02,0.76,0.36,1,0.04,0.01,0.08,0.1,0.1,0.09,0.08,0.37,0.06,0.02,0.04,0.6,0.96,0.26,0.25,0.24,0.18,0.38,0.25,0.29,0.97,0.94,0.83,0.09,0.94,0.02,0.09,0.09,0.07,0.88,0.83,0.58,1,0.06,0.07,0.07,0.15,0.15,0.26,0.16,0.23,0.04,0.54,1,0.5,0.1,0.13,0.29,0.91,0.09,0.29,1,0.01,0.97,0.99,0.97,0.98,0.83,0.94,0.67,0.85,0.92,0.97,0.9,0.96,0.93,0.177,0.72,0.637,0
1011,2/28/2018,0.01,0.01,0.01,0.96,0.7,0.04,0.06,0.09,0.83,0.25,0.26,0.06,0.63,0.32,0.72,0.79,0.81,0.84,0.22,0.2,0.2,0.73,0.2,0.2,0.05,0.86,0.4,0.17,0.81,0.76,0.45,0.89,0.92,0.95,0.68,0.73,0.4,0.25,0.08,0.01,0.06,0.06,0.06,0.83,0.17,0.62,0.18,0.17,0.21,0.53,0.5,0.46,0.17,0.49,0.95,0.78,0.03,0.01,0.06,0.72,0.73,0.25,0.86,0.9,0.95,0.61,0.67,0.43,0.55,0.08,0.9,0.67,0.52,0.89,0.93,0.06,0.96,0.93,0.63,0.82,0.15,0.01,0.01,0.01,0.01,0.28,0.03,0.01,0.04,0.06,0.07,0.83,0.8,-0.019,0.185,0.391,0.021
1088,2/28/2018,0.18,0.17,0.17,0.12,0.01,0.04,0.04,0.83,0.5,0.13,0.01,0.56,0.08,0.04,0.02,0.01,0.01,0.01,0.01,0.08,0.08,0.02,0.08,0.08,0.04,0.02,0.19,0.09,0.02,0.01,0.01,0.01,0.01,0.01,0.02,0.01,0.02,0.13,1,0.14,0.06,0.04,0.05,0.03,0.07,0.05,0.13,0.31,0.18,0.64,0.01,0.9,0.08,0.01,0.01,0.01,0.02,0.01,0.03,0.02,0.01,0.01,0.01,0.01,0.01,0.03,0.01,0.01,0.01,0.02,0.92,0.5,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.01,0.89,0.91,0.89,0.01,0.26,0.96,0.01,0.1,0.57,0.49,0.94,0.96,0.117,0.138,0.172,-0.338
34,2/28/2018,0.27,0.26,0.27,1,0.61,0.05,0.49,0.15,0.48,0.68,0.08,0.66,0.37,0.45,0.79,0.02,0.48,0.34,0.04,0.49,0.49,0.74,0.49,0.49,0.18,0.91,0.76,0.43,0.99,0.79,0.29,0.01,0.92,0.9,0.97,0.73,0.53,0.68,0.05,0.12,0.3,0.33,0.32,0.08,0.03,0.15,0.13,0.04,0.1,0.49,0.22,0.5,0.35,0.21,0.87,0.64,0.01,0.1,0.35,0.99,0.8,0.14,0.01,0.94,0.91,0.96,0.74,0.09,0.66,0.53,0.98,0.52,0.24,0.64,0.92,0.59,0.82,0.92,0.98,0.99,0.87,0.42,0.26,0.33,0.13,0.1,0.1,0.02,0.14,0.66,0.9,0.96,0.87,0.068,0.413,0.844,0.951
164,2/28/2018,0.05,0.04,0.05,0.86,0.25,0.05,0.15,0.13,0.85,0.42,0.18,0.82,0.77,0.44,0.57,0.37,0.35,0.37,0.2,0.16,0.15,0.96,0.15,0.15,0.08,0.67,0.77,0.25,0.94,0.69,0.49,0.8,0.82,0.87,0.01,0.67,0.81,0.42,0.37,0.2,0.07,0.08,0.08,0.89,0.52,0.74,0.47,0.7,0.29,0.29,0.16,0.1,0.14,0.16,0.33,0.32,0.07,0.06,0.12,0.91,0.64,0.3,0.75,0.76,0.82,0.01,0.61,0.17,0.97,0.22,0.87,0.95,0.18,0.08,0.44,0.15,0.33,0.44,0.79,0.3,0.39,0.08,0.06,0.07,0.03,0.35,0.37,0.04,0.17,0.81,0.71,0.7,0.69,0.123,0.041,0.189,0.034
175,2/28/2018,0.03,0.02,0.03,0.91,0.02,0.05,0.26,0.09,1,0.17,0.03,0.67,1,0.36,0.05,0.04,0.03,0.03,0.03,0.06,0.05,0.84,0.05,0.05,0.01,0.99,0.41,0.14,0.18,0.15,0.14,0.17,0.17,0.17,0.37,0.14,0.84,0.17,0.22,0.15,0.01,0.01,0.01,0.01,0.56,0.03,0.3,1,0.27,0.58,0.09,1,0.1,0.09,0.06,0.06,0.07,0.07,0.05,0.13,0.07,0.05,0.1,0.16,0.16,0.39,0.15,0.05,0.85,0.08,0.01,0.5,0.09,0.36,0.03,0.23,0.05,0.03,0.04,0.05,0.79,0.88,0.89,0.92,0.05,0.31,0.24,0.04,0.15,0.67,0.67,0.99,0.96,0,0.2,-0.375,0
203,2/28/2018,0.43,0.4,0.41,0.43,0.17,0.05,0.47,0.66,0.71,0.47,0.42,1,0.95,0.54,1,0.63,0.52,0.43,0.48,0.18,0.18,0.11,0.19,0.18,0.47,0.27,0.99,0.67,1,0.47,0.59,0.72,0.63,0.55,0.17,0.55,0.94,0.47,0.63,0.68,0.35,0.32,0.32,0.42,0.5,0.37,0.32,0.8,0.73,0.91,0.23,0.99,0.39,0.23,0.32,0.32,0.51,0.54,0.64,1,0.43,0.53,0.74,0.62,0.51,0.18,0.53,0.6,0.11,0.39,0.99,0.71,0.3,0.92,0.61,0.61,0.29,0.61,0.99,0.98,0.39,0.78,0.79,0.8,0.59,0.73,0.78,0.61,0.76,0.97,0.97,0.87,0.73,-0.122,-0.267,-0.388,-0.35
230,2/28/2018,0.03,0.03,0.03,0.44,0.65,0.05,0.31,0.8,0.08,0.32,0.6,0.02,0.13,0.19,0.15,0.4,0.41,0.26,0.41,0.16,0.16,0.12,0.16,0.16,0.03,0.96,0.42,0.15,0.3,0.35,0.58,0.65,0.7,0.56,0.49,0.69,0.22,0.32,0.69,0.03,0.03,0.04,0.04,0.57,0.49,0.49,0.37,0.03,0.18,0.54,0.39,0.54,0.13,0.38,0.54,0.58,0.02,0.01,0.05,0.28,0.41,0.62,0.77,0.81,0.66,0.52,0.79,0.39,0.11,0.13,0.69,0.97,0.48,0.91,0.28,0.01,0.43,0.28,0.23,0.18,0.08,0.07,0.04,0.06,0.01,0.24,0.05,0.01,0.02,0.05,0.03,0.74,0.65,0.264,0.721,1.616,0.939
279,2/28/2018,0.01,0.01,0.01,0.76,0.31,0.05,0.13,0.16,0.87,0.36,0.08,0.13,0.92,0.3,0.13,0.02,0.24,0.1,0.06,0.09,0.08,0.03,0.08,0.08,0.04,0.99,0.5,0.17,0.72,0.7,0.46,0.01,0.92,0.74,0.64,0.74,0.96,0.36,0.15,0.07,0.01,0.01,0.01,0.86,0.78,0.69,0.5,0.01,0.13,0.44,0.07,0.37,0.1,0.07,0.02,0.03,0.01,0.01,0.07,0.59,0.66,0.26,0.01,0.91,0.62,0.56,0.71,0.09,0.03,0.13,0.82,0.5,0.16,0.08,0.19,0.06,0.04,0.19,0.11,0.05,0.29,0.01,0.01,0.01,0.02,0.39,0.12,0.01,0.08,0.13,0.43,0.77,0.7,-0.101,0.113,0.368,-0.029
